exp,learning context,id,Reaction time
1,RP,27710486952323798253963313152,0.7464999999999999
1,RP,27711205653626301494681665536,0.7
1,RP,27712420388910100687259435008,0.514
1,RP,27712689296926500612827250688,0.9195
1,RP,27713431220237601406720147456,0.7645
1,RP,27715207141373400679953989632,0.9784999999999999
1,RP,27721792897442299077160075264,0.611
1,RP,27722290876858000035320692736,0.6194999999999999
1,RP,27723525971671199348663779328,0.757
1,RP,27725507984175797818630340608,0.8025
1,RP,27726538226948200399422619648,0.4165
1,RP,27726781103499601300718354432,0.718
1,RP,27727085598078400003957587968,1.621
1,RP,27729349885520899208025997312,0.7395
1,RP,27733177703727199423972769792,1.1055000000000001
1,RP,27735806654799001226015932416,0.624
1,RP,27736489513461299467660558336,0.853
1,RP,27737805194770399335372816384,0.6575
1,RP,27754997316042498670011088896,1.173
1,RP,27757473148521701161994027008,0.6725
1,RP,27770878613611401049635028992,0.567
1,RP,27771256097354000922304315392,0.8755
1,RP,27771601128595001319964540928,0.5694999999999999
1,RP,27779606194816699579502690304,0.786
1,RP,27782700189158699120635936768,0.7725
1,RP,27782950704411100101570723840,1.201
1,RP,27784081114883398470492749824,0.7415
1,RP,27784422286231100802000224256,0.43300000000000005
1,RP,27792570572505100719948300288,0.39
1,RP,27795842421405800467504562176,0.817
1,RP,27799959621646400549541642240,0.7605
1,RP,27799993031712799799971414016,0.641
1,RP,27800250408464800322336849920,0.96
1,RP,27801616568912901774235402240,0.6575
1,RP,27801644373574200739837771776,0.7
1,RP,27801949733681401604717150208,0.6134999999999999
1,RP,27802736543359699942138445824,0.759
1,RP,27803549758740700213484191744,1.004
1,RP,27803554708495801836879478784,0.9535
1,RP,27803584371349497861594152960,1.76
1,RP,27805053901724101065001926656,0.912
1,RP,27806835580500499884463357952,1.0825
1,RP,27807640006116101394962317312,0.7505
1,RP,27808175278457399261295280128,0.471
1,RP,27815615425585299130379403264,0.808
1,RP,27822649557979698996644413440,0.665
1,RP,27824248686465101781236973568,0.887
1,RP,27828563426076099268417945600,0.7455
1,RP,27829925111797300094474125312,1.002
1,RP,27833952793506199782801014784,0.613
1,RP,27853402635574298503744061440,0.605
1,RP,27854741050903798593924104192,0.863
1,RP,27855862830643000114310807552,0.973
1,RP,27863963020298899093190606848,1.1385
1,RP,27865169972857400159471927296,0.477
1,RP,27870301868259901699862298624,0.8865000000000001
